person_id,assessment_context,occasion,trait_extraversion,trait_conscientiousness,trait_neuroticism,state_extraversion,state_conscientiousness,state_neuroticism,situation_valence,situation_sociality,situation_demand,situation_evaluation,positive_affect,negative_affect,goal_pressure,autonomy_support,state_inertia_marker,dynamic_signature_score
PDY00089,clinical_conceptual_context,2,3.754,4.836,4.833,3.380,5.874,3.775,4.537,2.074,3.762,4.132,2.916,2.567,4.204,4.512,0.546,2.107
PDY00089,clinical_conceptual_context,3,3.754,4.836,4.833,3.425,5.751,4.737,3.290,3.762,2.773,5.204,2.849,3.479,2.793,3.931,0.377,1.290
PDY00089,clinical_conceptual_context,4,3.754,4.836,4.833,5.064,5.851,3.350,4.241,5.835,3.919,3.458,3.150,3.220,4.234,3.148,1.042,2.286
PDY00089,clinical_conceptual_context,5,3.754,4.836,4.833,3.818,5.257,3.680,3.438,3.366,3.265,3.777,2.545,2.697,3.485,4.211,0.723,1.661
PDY00089,clinical_conceptual_context,6,3.754,4.836,4.833,4.021,3.952,3.870,4.090,1.148,3.161,2.135,2.965,2.783,1.347,2.420,0.566,2.208
PDY00089,clinical_conceptual_context,7,3.754,4.836,4.833,4.387,5.650,3.654,3.382,2.712,3.825,3.698,3.359,2.714,3.680,3.997,0.761,1.746
PDY00089,clinical_conceptual_context,8,3.754,4.836,4.833,3.746,6.163,4.426,5.155,2.579,4.775,3.350,2.971,3.006,5.166,2.668,0.642,1.850
PDY00089,clinical_conceptual_context,9,3.754,4.836,4.833,3.304,5.782,3.799,6.325,2.459,2.394,5.018,4.049,1.915,4.233,4.185,0.484,1.941
PDY00089,clinical_conceptual_context,10,3.754,4.836,4.833,3.409,5.592,4.264,4.272,2.401,4.164,4.655,2.391,3.758,4.484,4.410,0.253,1.467
PDY00089,clinical_conceptual_context,11,3.754,4.836,4.833,3.136,4.658,4.453,3.816,1.707,3.768,3.423,2.282,2.389,3.858,2.623,0.465,1.555
PDY00089,clinical_conceptual_context,12,3.754,4.836,4.833,3.602,5.066,4.174,3.974,1.855,4.065,4.291,2.720,2.075,3.733,3.758,0.384,1.708
PDY00089,clinical_conceptual_context,13,3.754,4.836,4.833,3.709,5.181,3.825,3.983,1.000,4.605,3.856,2.745,2.520,3.709,3.152,0.191,1.919
PDY00089,clinical_conceptual_context,14,3.754,4.836,4.833,4.149,5.590,3.572,4.568,3.046,4.519,2.694,2.978,1.566,4.056,5.016,0.367,1.760
PDY00089,clinical_conceptual_context,15,3.754,4.836,4.833,3.730,4.818,4.534,3.398,2.549,1.964,2.780,1.566,3.941,3.474,1.650,0.718,1.695
PDY00089,clinical_conceptual_context,16,3.754,4.836,4.833,3.836,5.330,4.184,3.979,2.140,4.339,3.569,2.393,2.228,3.258,3.164,0.323,1.526
PDY00090,clinical_conceptual_context,1,4.418,4.186,3.924,3.999,4.229,3.576,2.784,3.037,2.348,3.785,2.615,3.045,3.765,2.507,0.650,1.555
PDY00090,clinical_conceptual_context,2,4.418,4.186,3.924,4.491,4.821,4.100,5.570,4.269,3.541,6.304,3.766,4.129,5.095,2.462,0.536,1.559
PDY00090,clinical_conceptual_context,3,4.418,4.186,3.924,3.749,4.175,3.658,2.338,3.274,2.489,3.844,1.655,3.392,3.258,3.122,0.610,1.725
PDY00090,clinical_conceptual_context,4,4.418,4.186,3.924,4.103,3.493,3.008,4.702,2.676,3.200,3.290,3.404,2.839,3.365,4.172,0.562,1.343
PDY00090,clinical_conceptual_context,5,4.418,4.186,3.924,4.355,4.966,2.911,3.452,2.980,4.627,4.357,3.610,2.182,3.453,3.349,0.607,1.668
PDY00090,clinical_conceptual_context,6,4.418,4.186,3.924,3.996,4.960,3.344,3.046,1.097,2.675,3.697,2.360,2.549,2.457,4.611,0.266,1.816
PDY00090,clinical_conceptual_context,7,4.418,4.186,3.924,4.140,4.456,2.813,4.098,2.004,2.374,2.675,2.222,2.523,2.752,2.935,0.393,1.828
PDY00090,clinical_conceptual_context,8,4.418,4.186,3.924,4.419,5.165,2.130,4.635,2.987,4.157,2.341,2.835,1.911,3.369,5.273,0.557,2.110
PDY00090,clinical_conceptual_context,9,4.418,4.186,3.924,4.727,4.634,3.792,3.410,4.072,4.316,3.680,3.239,3.285,4.716,3.467,0.834,1.226
PDY00090,clinical_conceptual_context,10,4.418,4.186,3.924,4.179,4.795,3.260,3.063,3.554,3.190,4.434,2.845,2.550,3.508,4.041,0.413,1.805
PDY00090,clinical_conceptual_context,11,4.418,4.186,3.924,4.699,4.485,2.957,5.014,3.015,4.350,3.772,3.735,2.958,4.882,2.737,0.377,1.388
PDY00090,clinical_conceptual_context,12,4.418,4.186,3.924,4.657,4.326,2.530,3.086,4.268,2.592,2.636,2.596,2.643,2.582,4.130,0.210,2.001
PDY00090,clinical_conceptual_context,13,4.418,4.186,3.924,4.851,4.465,2.523,3.803,4.494,2.192,2.677,2.898,1.862,2.702,3.074,0.114,2.032
PDY00090,clinical_conceptual_context,14,4.418,4.186,3.924,4.488,3.810,3.075,4.563,3.503,2.777,4.063,3.809,3.128,2.570,4.054,0.523,1.785
PDY00090,clinical_conceptual_context,15,4.418,4.186,3.924,3.989,4.913,2.579,5.782,3.061,4.477,3.611,4.155,1.519,3.972,3.584,0.699,1.996
PDY00090,clinical_conceptual_context,16,4.418,4.186,3.924,4.062,4.895,3.923,3.648,3.055,3.531,3.705,2.900,2.963,4.367,3.802,0.478,1.354
PDY00091,clinical_conceptual_context,1,4.426,4.040,4.925,4.579,4.393,4.026,4.255,2.831,1.552,3.343,3.778,2.334,2.166,3.638,0.550,1.603
PDY00091,clinical_conceptual_context,2,4.426,4.040,4.925,4.291,4.162,2.638,5.023,1.726,3.338,3.310,2.990,2.391,2.319,3.970,0.635,2.099
PDY00091,clinical_conceptual_context,3,4.426,4.040,4.925,2.876,4.242,4.563,3.187,3.194,2.773,4.808,2.015,3.532,4.113,2.527,1.140,1.861
PDY00091,clinical_conceptual_context,4,4.426,4.040,4.925,3.900,4.561,3.817,5.573,3.210,3.172,5.018,3.439,3.033,3.900,3.980,0.696,1.776
PDY00091,clinical_conceptual_context,5,4.426,4.040,4.925,3.346,4.781,2.828,4.024,2.571,3.616,4.294,2.836,3.364,3.655,4.282,0.588,2.212
PDY00091,clinical_conceptual_context,6,4.426,4.040,4.925,3.295,5.440,2.769,4.462,2.443,3.617,3.392,2.301,2.523,3.480,2.515,0.256,2.524
PDY00091,clinical_conceptual_context,7,4.426,4.040,4.925,3.985,4.774,4.298,2.648,2.774,4.025,4.411,2.125,3.359,3.910,4.074,0.961,1.748
PDY00091,clinical_conceptual_context,8,4.426,4.040,4.925,4.680,4.438,2.997,3.416,4.565,3.083,3.440,3.714,2.083,2.447,5.874,0.777,1.631
PDY00091,clinical_conceptual_context,9,4.426,4.040,4.925,3.628,3.143,3.578,3.484,2.416,1.757,2.406,2.545,1.950,1.828,3.762,0.976,2.199
PDY00091,clinical_conceptual_context,10,4.426,4.040,4.925,2.742,3.953,4.137,2.943,1.000,5.151,3.332,1.935,3.429,3.253,1.839,0.751,2.599
PDY00091,clinical_conceptual_context,11,4.426,4.040,4.925,3.071,4.356,4.392,4.000,1.799,2.566,3.608,1.751,2.368,3.219,3.790,0.329,2.011
PDY00091,clinical_conceptual_context,12,4.426,4.040,4.925,4.236,4.428,3.360,3.588,3.730,3.327,2.669,2.945,2.978,2.352,5.477,0.756,1.732
PDY00091,clinical_conceptual_context,13,4.426,4.040,4.925,3.168,4.732,4.924,3.911,2.006,4.304,4.458,1.441,3.575,5.340,1.937,0.978,1.982
PDY00091,clinical_conceptual_context,14,4.426,4.040,4.925,3.631,4.399,4.558,3.111,3.476,2.809,3.941,2.920,2.666,2.704,4.577,0.387,1.768
PDY00091,clinical_conceptual_context,15,4.426,4.040,4.925,4.761,4.785,4.179,3.836,2.858,3.478,2.155,2.338,2.980,2.541,3.363,0.632,1.981
PDY00091,clinical_conceptual_context,16,4.426,4.040,4.925,4.425,5.551,3.693,2.602,2.364,4.047,4.549,2.958,3.494,4.503,4.874,0.529,1.912
PDY00092,clinical_conceptual_context,1,3.989,4.896,4.549,4.107,5.394,4.069,3.692,2.691,3.115,5.013,3.527,2.380,2.891,3.586,0.324,1.875
PDY00092,clinical_conceptual_context,2,3.989,4.896,4.549,4.228,5.487,3.993,2.959,2.389,2.243,4.930,3.203,3.171,4.266,4.055,0.097,1.895
PDY00092,clinical_conceptual_context,3,3.989,4.896,4.549,4.369,5.494,3.522,4.404,3.469,4.593,3.984,2.965,2.482,3.364,4.179,0.206,1.798
PDY00092,clinical_conceptual_context,4,3.989,4.896,4.549,3.894,4.011,3.649,3.566,3.226,3.854,2.688,2.255,3.043,3.095,3.727,0.695,1.413
PDY00092,clinical_conceptual_context,5,3.989,4.896,4.549,3.714,5.480,3.829,4.690,1.000,4.652,3.505,3.239,2.670,3.462,4.530,0.610,1.825
PDY00092,clinical_conceptual_context,6,3.989,4.896,4.549,3.508,5.407,4.186,4.674,1.313,2.925,4.080,3.299,2.392,3.895,3.710,0.212,1.774
PDY00092,clinical_conceptual_context,7,3.989,4.896,4.549,3.945,5.515,3.324,3.175,4.121,3.670,5.716,3.033,3.506,4.184,2.559,0.469,1.693
PDY00092,clinical_conceptual_context,8,3.989,4.896,4.549,4.245,5.662,4.194,3.723,3.733,4.070,4.400,3.108,2.770,4.720,3.747,0.439,1.591
PDY00092,clinical_conceptual_context,9,3.989,4.896,4.549,3.223,5.003,4.327,3.489,2.624,4.081,3.866,1.929,3.877,3.771,1.506,0.605,1.911
PDY00092,clinical_conceptual_context,10,3.989,4.896,4.549,3.937,4.970,3.965,3.502,3.409,2.924,4.009,2.654,1.873,3.186,3.192,0.369,1.359
PDY00092,clinical_conceptual_context,11,3.989,4.896,4.549,4.387,4.960,3.896,3.602,3.526,2.448,4.169,3.797,4.071,3.257,3.203,0.177,1.661
PDY00092,clinical_conceptual_context,12,3.989,4.896,4.549,3.969,4.661,4.023,3.915,3.139,4.661,5.012,2.145,2.696,4.612,3.164,0.282,1.261
PDY00092,clinical_conceptual_context,13,3.989,4.896,4.549,3.968,4.749,3.128,5.155,3.217,2.116,4.246,3.010,2.762,3.026,4.717,0.328,1.687
PDY00092,clinical_conceptual_context,14,3.989,4.896,4.549,3.803,4.987,2.319,5.220,2.247,1.299,3.132,3.105,1.855,2.170,4.057,0.404,2.135
PDY00092,clinical_conceptual_context,15,3.989,4.896,4.549,4.270,5.098,3.453,2.852,4.892,3.446,3.464,3.519,2.461,3.113,3.364,0.571,1.345
PDY00092,clinical_conceptual_context,16,3.989,4.896,4.549,3.239,4.822,3.465,2.789,2.147,2.591,3.066,2.055,3.853,2.496,2.035,0.440,1.934
PDY00093,clinical_conceptual_context,1,4.576,4.190,4.983,4.738,4.937,4.246,3.233,3.114,5.039,1.400,2.139,1.593,3.924,2.847,0.629,1.559
PDY00093,clinical_conceptual_context,2,4.576,4.190,4.983,4.350,4.830,5.711,2.844,2.897,2.760,5.228,2.361,3.241,3.005,4.701,0.653,1.802
PDY00093,clinical_conceptual_context,3,4.576,4.190,4.983,4.198,4.238,5.423,3.003,4.984,4.158,4.461,3.366,2.802,2.978,2.234,0.344,1.365
PDY00093,clinical_conceptual_context,4,4.576,4.190,4.983,4.148,4.785,4.920,2.289,4.303,3.634,4.186,2.412,3.017,2.825,4.231,0.367,1.348
PDY00093,clinical_conceptual_context,5,4.576,4.190,4.983,4.483,4.864,4.275,5.093,2.059,3.904,2.506,3.925,2.375,3.252,3.281,0.353,1.803
PDY00093,clinical_conceptual_context,6,4.576,4.190,4.983,5.084,4.824,5.029,3.145,3.248,4.926,4.027,3.157,2.792,4.308,3.975,0.465,1.676
PDY00093,clinical_conceptual_context,7,4.576,4.190,4.983,3.999,4.315,4.640,3.238,2.507,2.822,4.880,2.094,3.192,3.829,3.315,0.661,1.714
PDY00093,clinical_conceptual_context,8,4.576,4.190,4.983,3.916,4.670,5.293,2.339,2.817,3.492,3.161,2.245,1.927,2.887,3.597,0.363,1.425
PDY00093,clinical_conceptual_context,9,4.576,4.190,4.983,2.624,4.270,5.159,3.913,1.000,2.941,5.135,1.978,3.515,3.291,3.673,0.609,2.114
PDY00093,clinical_conceptual_context,10,4.576,4.190,4.983,3.659,4.466,5.769,3.580,3.808,4.520,5.573,3.212,4.494,3.317,5.291,0.614,1.941
PDY00093,clinical_conceptual_context,11,4.576,4.190,4.983,4.608,4.401,4.432,4.381,2.236,2.821,2.678,3.627,1.867,3.233,3.066,0.784,1.769
PDY00093,clinical_conceptual_context,12,4.576,4.190,4.983,3.791,4.457,4.586,3.810,2.208,3.384,4.071,1.992,4.311,4.597,3.914,0.342,1.341
PDY00093,clinical_conceptual_context,13,4.576,4.190,4.983,4.365,4.257,4.615,3.539,2.749,4.118,2.995,3.141,3.187,3.726,2.715,0.268,1.521
PDY00093,clinical_conceptual_context,14,4.576,4.190,4.983,4.473,5.630,5.452,2.661,2.498,5.136,5.228,2.183,3.930,5.123,3.995,0.773,2.113
PDY00093,clinical_conceptual_context,15,4.576,4.190,4.983,4.393,5.474,4.215,4.492,3.550,4.203,4.096,3.579,2.641,3.754,4.222,0.491,1.559
PDY00093,clinical_conceptual_context,16,4.576,4.190,4.983,3.910,5.288,5.077,1.718,3.459,5.578,5.168,2.605,3.318,5.188,4.284,0.510,1.650
PDY00094,clinical_conceptual_context,1,3.976,3.648,5.033,3.402,5.065,5.143,2.841,2.513,3.919,3.087,1.258,3.101,3.915,3.878,0.879,1.603
PDY00094,clinical_conceptual_context,2,3.976,3.648,5.033,3.998,4.821,4.012,4.714,5.074,4.124,3.123,4.129,2.441,4.219,4.054,0.657,1.965
PDY00094,clinical_conceptual_context,3,3.976,3.648,5.033,4.102,4.230,4.727,3.928,3.867,2.406,3.982,3.452,2.648,2.411,3.905,0.470,1.443
PDY00094,clinical_conceptual_context,4,3.976,3.648,5.033,3.852,3.795,5.933,3.560,3.976,3.239,4.771,2.821,3.927,3.669,3.349,0.630,1.426
PDY00094,clinical_conceptual_context,5,3.976,3.648,5.033,3.257,4.320,4.855,4.968,1.291,4.074,3.793,2.668,2.910,3.555,2.408,0.733,1.710
PDY00094,clinical_conceptual_context,6,3.976,3.648,5.033,3.253,4.591,4.611,3.298,2.963,3.043,2.932,2.326,2.356,4.119,3.883,0.173,1.981
PDY00094,clinical_conceptual_context,7,3.976,3.648,5.033,3.186,4.405,5.600,3.559,2.294,1.934,5.422,1.125,3.156,2.999,3.117,0.414,2.332
PDY00094,clinical_conceptual_context,8,3.976,3.648,5.033,2.725,4.678,3.523,5.104,1.838,3.685,1.893,3.857,2.342,3.146,3.466,0.937,2.598
PDY00094,clinical_conceptual_context,9,3.976,3.648,5.033,3.128,4.819,5.004,2.880,2.281,4.974,3.463,2.438,3.135,4.051,2.907,0.675,1.780
PDY00094,clinical_conceptual_context,10,3.976,3.648,5.033,3.699,4.022,3.107,3.405,3.850,3.810,1.881,3.194,1.759,2.507,5.560,1.089,1.884
PDY00094,clinical_conceptual_context,11,3.976,3.648,5.033,3.780,2.857,3.806,3.654,4.217,1.408,3.862,3.074,3.152,2.438,2.341,0.648,1.791
PDY00094,clinical_conceptual_context,12,3.976,3.648,5.033,2.119,4.281,5.238,2.838,1.024,4.528,4.439,2.512,4.471,4.001,4.047,1.506,1.837
PDY00094,clinical_conceptual_context,13,3.976,3.648,5.033,2.387,4.614,4.280,4.788,1.045,3.543,2.883,3.707,2.504,3.308,4.211,0.520,2.417
PDY00094,clinical_conceptual_context,14,3.976,3.648,5.033,4.373,3.773,5.212,4.764,2.668,3.399,4.608,3.172,3.425,4.222,1.635,1.253,1.318
PDY00094,clinical_conceptual_context,15,3.976,3.648,5.033,3.641,3.609,4.961,2.507,2.772,2.143,3.834,2.481,2.995,1.498,4.177,0.382,1.330
PDY00094,clinical_conceptual_context,16,3.976,3.648,5.033,3.636,3.568,5.810,3.979,2.493,1.867,4.913,2.477,3.861,3.310,5.174,0.298,1.808
PDY00095,clinical_conceptual_context,1,4.684,4.273,5.103,3.458,4.670,5.313,3.671,1.000,3.838,4.156,2.503,3.290,3.480,4.386,0.379,1.563
PDY00095,clinical_conceptual_context,2,4.684,4.273,5.103,4.119,4.542,4.371,4.519,3.729,3.211,3.351,2.718,3.554,3.929,3.508,0.577,1.586
PDY00095,clinical_conceptual_context,3,4.684,4.273,5.103,3.162,4.766,4.536,2.899,4.621,4.142,3.787,1.674,2.987,4.231,4.182,0.449,2.121
PDY00095,clinical_conceptual_context,4,4.684,4.273,5.103,3.972,5.028,4.800,4.217,3.292,1.424,4.425,3.455,3.275,3.196,4.158,0.446,1.744
PDY00095,clinical_conceptual_context,5,4.684,4.273,5.103,4.118,4.313,3.987,4.252,1.253,1.409,3.947,2.930,2.362,1.728,4.239,0.558,1.902
PDY00095,clinical_conceptual_context,6,4.684,4.273,5.103,3.703,4.558,4.913,3.451,2.439,2.692,2.219,2.366,2.955,3.667,4.725,0.529,2.012
PDY00095,clinical_conceptual_context,7,4.684,4.273,5.103,3.597,4.421,5.394,4.165,4.257,3.946,4.015,2.777,4.037,4.548,2.292,0.242,1.316
PDY00095,clinical_conceptual_context,8,4.684,4.273,5.103,4.202,4.920,5.341,4.114,1.405,3.858,5.964,3.119,3.722,4.768,4.050,0.386,1.877
PDY00095,clinical_conceptual_context,9,4.684,4.273,5.103,3.721,4.564,6.137,2.177,1.310,3.260,5.556,1.927,4.762,5.274,2.498,0.544,2.215
PDY00095,clinical_conceptual_context,10,4.684,4.273,5.103,3.632,4.535,4.763,3.810,2.441,3.311,4.048,3.127,3.819,4.576,2.956,0.498,1.820
PDY00095,clinical_conceptual_context,11,4.684,4.273,5.103,3.315,3.456,3.676,2.828,2.105,3.832,1.508,1.461,2.505,2.326,2.879,0.827,2.717
PDY00095,clinical_conceptual_context,12,4.684,4.273,5.103,4.018,3.549,5.530,2.942,3.553,1.474,4.227,2.347,3.002,3.019,3.598,0.883,1.784
PDY00095,clinical_conceptual_context,13,4.684,4.273,5.103,3.732,4.146,3.336,4.101,3.087,2.191,2.101,2.999,1.531,1.347,3.075,1.026,2.197
PDY00095,clinical_conceptual_context,14,4.684,4.273,5.103,3.217,5.521,5.644,1.921,2.629,4.613,4.761,2.621,3.853,5.293,3.883,1.400,2.089
PDY00095,clinical_conceptual_context,15,4.684,4.273,5.103,4.265,5.211,3.782,4.097,2.885,3.605,2.202,2.834,2.347,3.353,3.816,1.074,2.461
PDY00095,clinical_conceptual_context,16,4.684,4.273,5.103,4.402,4.367,5.159,3.440,2.506,3.626,3.230,2.710,2.413,2.089,5.577,0.786,1.455
PDY00096,clinical_conceptual_context,1,4.982,3.276,5.011,3.772,4.200,3.545,4.944,3.451,1.938,1.946,3.150,1.185,1.840,4.666,1.429,2.882
PDY00096,clinical_conceptual_context,2,4.982,3.276,5.011,3.605,3.940,3.711,4.615,2.760,4.928,2.849,3.175,3.021,4.936,3.304,0.197,2.165
PDY00096,clinical_conceptual_context,3,4.982,3.276,5.011,4.686,3.079,3.461,3.148,5.604,2.487,1.779,4.108,2.196,1.109,5.082,0.731,2.005
PDY00096,clinical_conceptual_context,4,4.982,3.276,5.011,4.053,3.011,4.112,3.996,1.948,3.320,4.688,3.334,3.469,3.585,1.545,0.451,1.871
PDY00096,clinical_conceptual_context,5,4.982,3.276,5.011,4.354,3.421,4.368,3.371,2.386,5.285,2.559,2.572,2.885,3.032,3.779,0.322,1.780
PDY00096,clinical_conceptual_context,6,4.982,3.276,5.011,4.223,4.093,4.370,3.570,3.320,4.109,3.236,3.603,1.946,3.441,4.639,0.268,1.892
PDY00096,clinical_conceptual_context,7,4.982,3.276,5.011,4.384,3.983,3.843,4.791,3.608,3.484,2.979,2.649,1.552,2.528,3.683,0.266,2.130
PDY00096,clinical_conceptual_context,8,4.982,3.276,5.011,4.636,3.546,4.407,3.235,2.427,4.780,3.491,3.153,2.107,3.175,5.225,0.418,1.991
PDY00096,clinical_conceptual_context,9,4.982,3.276,5.011,3.835,2.994,4.130,4.369,1.000,2.709,2.381,2.651,2.901,3.706,4.446,0.544,2.370
PDY00096,clinical_conceptual_context,10,4.982,3.276,5.011,4.483,4.663,4.525,3.490,3.431,4.609,3.024,2.327,3.074,3.167,5.391,0.904,1.712
PDY00096,clinical_conceptual_context,11,4.982,3.276,5.011,4.121,3.594,3.218,5.434,1.829,3.849,1.826,3.385,2.088,2.762,2.724,0.913,2.354
PDY00096,clinical_conceptual_context,12,4.982,3.276,5.011,4.146,3.656,5.185,3.613,2.713,3.559,4.624,3.212,3.064,3.920,3.230,0.684,1.726
PDY00096,clinical_conceptual_context,13,4.982,3.276,5.011,4.212,3.834,4.372,3.673,1.906,5.001,3.637,2.499,2.752,3.723,4.726,0.352,1.366
PDY00096,clinical_conceptual_context,14,4.982,3.276,5.011,4.058,4.309,5.523,4.047,2.561,4.344,4.407,2.288,3.797,5.593,2.303,0.594,2.014
PDY00096,clinical_conceptual_context,15,4.982,3.276,5.011,4.433,4.025,4.389,4.586,2.206,2.579,3.263,3.658,3.378,3.775,3.841,0.598,1.894
PDY00096,clinical_conceptual_context,16,4.982,3.276,5.011,3.797,2.969,6.216,3.794,1.872,2.783,6.120,2.456,3.381,3.100,3.398,1.173,2.497
PDY00097,developmental_transition_context,1,5.665,4.677,2.468,5.459,4.471,1.394,4.262,3.114,2.513,3.084,2.864,1.506,3.865,3.836,0.783,1.376
PDY00097,developmental_transition_context,2,5.665,4.677,2.468,5.265,5.278,1.000,3.931,1.987,4.110,2.797,3.099,2.102,3.180,4.162,0.465,2.410
PDY00097,developmental_transition_context,3,5.665,4.677,2.468,5.250,4.731,1.214,4.356,1.916,3.104,3.075,3.578,1.073,2.283,5.425,0.259,1.921
PDY00097,developmental_transition_context,4,5.665,4.677,2.468,5.594,4.489,1.517,4.616,4.082,2.519,3.029,2.981,2.377,2.855,3.149,0.296,1.332
PDY00097,developmental_transition_context,5,5.665,4.677,2.468,6.607,4.565,1.982,5.031,3.642,4.111,3.085,3.174,2.471,2.576,3.060,0.518,1.784
PDY00097,developmental_transition_context,6,5.665,4.677,2.468,6.292,4.802,1.476,3.758,3.913,3.412,5.439,3.973,2.533,3.372,5.711,0.353,1.707
PDY00097,developmental_transition_context,7,5.665,4.677,2.468,5.163,4.541,1.052,5.426,2.292,4.044,4.738,3.564,2.253,4.617,3.197,0.605,1.763
PDY00097,developmental_transition_context,8,5.665,4.677,2.468,6.449,5.015,1.502,5.212,4.313,4.453,1.746,4.581,1.000,3.779,3.190,0.737,2.267
PDY00097,developmental_transition_context,9,5.665,4.677,2.468,5.646,4.323,1.000,5.253,1.877,1.466,1.000,2.589,1.334,2.164,3.603,0.666,2.231
PDY00097,developmental_transition_context,10,5.665,4.677,2.468,5.662,4.179,1.000,4.154,2.466,4.551,3.305,3.012,1.755,2.783,4.427,0.053,1.845
PDY00097,developmental_transition_context,11,5.665,4.677,2.468,6.015,4.291,1.231,5.542,2.680,3.579,2.176,4.583,1.012,2.243,3.942,0.232,1.583
PDY00097,developmental_transition_context,12,5.665,4.677,2.468,5.091,4.823,1.231,4.929,2.636,4.418,3.715,3.234,2.284,4.493,3.577,0.486,1.815
PDY00097,developmental_transition_context,13,5.665,4.677,2.468,6.099,4.511,1.000,5.395,3.168,3.228,1.708,3.454,1.000,2.717,3.095,0.517,1.646
PDY00097,developmental_transition_context,14,5.665,4.677,2.468,5.481,4.801,2.142,3.206,3.511,3.961,4.138,2.341,2.500,2.936,4.462,0.684,1.063
PDY00097,developmental_transition_context,15,5.665,4.677,2.468,5.628,4.716,2.342,2.516,2.599,4.993,5.074,3.632,3.240,4.325,4.611,0.144,0.776
PDY00097,developmental_transition_context,16,5.665,4.677,2.468,5.924,5.338,1.781,3.356,3.756,3.326,2.024,3.193,1.000,3.420,3.534,0.493,1.498
PDY00098,developmental_transition_context,1,5.919,4.643,3.050,5.075,5.078,2.099,3.640,3.129,2.522,3.787,2.622,1.399,2.339,5.105,0.796,1.475
PDY00098,developmental_transition_context,2,5.919,4.643,3.050,4.651,4.787,1.089,4.950,2.341,1.942,3.433,3.230,1.821,2.277,6.018,0.575,1.704
PDY00098,developmental_transition_context,3,5.919,4.643,3.050,5.317,5.040,1.066,4.559,2.779,3.271,2.781,3.248,1.926,3.261,3.936,0.314,2.316
PDY00098,developmental_transition_context,4,5.919,4.643,3.050,4.342,4.835,2.807,1.761,1.426,6.227,3.105,2.434,3.728,3.549,3.284,0.973,1.992
PDY00098,developmental_transition_context,5,5.919,4.643,3.050,5.279,4.132,2.548,4.658,2.869,2.707,1.870,4.061,2.147,2.168,3.548,0.633,1.593
PDY00098,developmental_transition_context,6,5.919,4.643,3.050,6.005,4.919,1.521,5.313,3.042,3.253,3.344,3.320,1.917,3.425,4.400,0.846,1.944
PDY00098,developmental_transition_context,7,5.919,4.643,3.050,6.663,4.380,1.353,3.152,3.435,2.574,3.268,3.646,1.618,2.041,5.153,0.455,2.125
PDY00098,developmental_transition_context,8,5.919,4.643,3.050,5.700,4.533,2.000,2.040,3.848,3.824,3.902,2.499,3.423,3.964,3.125,0.588,1.492
PDY00098,developmental_transition_context,9,5.919,4.643,3.050,5.501,4.205,1.497,4.392,3.766,3.837,4.547,3.174,2.181,4.051,3.496,0.343,1.602
PDY00098,developmental_transition_context,10,5.919,4.643,3.050,6.253,3.664,1.340,4.076,2.971,4.226,4.032,3.167,2.844,3.785,3.084,0.483,1.862
PDY00098,developmental_transition_context,11,5.919,4.643,3.050,5.846,3.503,2.142,3.214,4.035,2.831,2.638,3.341,2.601,2.817,4.309,0.457,1.327
PDY00098,developmental_transition_context,12,5.919,4.643,3.050,5.867,4.695,1.372,6.356,6.013,4.879,2.162,4.062,1.000,2.912,4.409,0.661,2.137
PDY00098,developmental_transition_context,13,5.919,4.643,3.050,6.211,4.458,1.719,5.838,3.968,3.148,2.458,4.189,1.666,2.867,3.299,0.309,1.186
PDY00098,developmental_transition_context,14,5.919,4.643,3.050,4.932,4.619,1.757,3.215,2.552,4.891,2.550,2.653,2.030,4.374,3.936,0.493,2.124
PDY00098,developmental_transition_context,15,5.919,4.643,3.050,4.734,4.871,1.660,5.069,2.396,3.859,2.827,3.758,2.266,3.663,4.120,0.182,1.743
PDY00098,developmental_transition_context,16,5.919,4.643,3.050,5.168,4.011,2.251,3.673,2.369,2.746,4.037,2.814,3.768,3.248,4.330,0.629,2.044
PDY00099,developmental_transition_context,1,5.820,4.775,2.644,5.575,4.298,1.484,4.408,2.699,2.875,1.320,3.414,1.000,2.189,4.181,0.699,1.877
PDY00099,developmental_transition_context,2,5.820,4.775,2.644,6.311,4.826,1.000,5.509,2.980,3.614,3.037,3.610,1.185,3.357,3.529,0.583,1.763
PDY00099,developmental_transition_context,3,5.820,4.775,2.644,5.898,5.488,1.000,4.074,4.295,4.161,1.649,3.353,1.921,3.987,4.397,0.358,2.042
