person_id,occasion,situation_type,behavior_score,trait_score,situation_strength,trait_x_situation,observed_regulation,contextual_constraint
PER00448,7,family_obligation,3.797,3.837,4.326,2.372,2.549,3.645
PER00448,8,family_obligation,3.912,3.810,4.357,2.372,3.243,4.296
PER00448,9,team_meeting,3.341,3.493,3.024,1.509,3.798,4.502
PER00448,10,family_obligation,3.710,3.300,4.807,2.266,2.971,4.963
PER00448,11,ambiguous_conflict,3.968,3.233,3.665,1.693,3.782,2.710
PER00448,12,creative_exploration,3.636,3.407,2.939,1.430,3.609,2.016
PER00448,13,quiet_work,4.515,3.230,3.360,1.551,3.822,5.231
PER00448,14,deadline_pressure,4.675,3.841,5.839,3.203,3.243,5.579
PER00449,1,social_event,4.906,3.868,3.699,2.044,4.383,2.912
PER00449,2,public_presentation,5.507,3.991,6.164,3.515,5.095,5.282
PER00449,3,creative_exploration,4.618,4.519,4.657,3.007,4.705,3.322
PER00449,4,deadline_pressure,4.107,4.170,4.927,2.935,5.073,5.852
PER00449,5,team_meeting,3.921,4.087,4.034,2.355,4.875,4.428
PER00449,6,creative_exploration,4.546,4.885,3.984,2.780,4.656,1.956
PER00449,7,family_obligation,3.613,4.563,3.689,2.405,4.189,4.934
PER00449,8,family_obligation,4.818,4.289,5.321,3.260,3.839,4.904
PER00449,9,family_obligation,4.419,4.086,4.487,2.619,4.270,4.273
PER00449,10,family_obligation,4.638,4.683,4.015,2.686,3.720,4.847
PER00449,11,ambiguous_conflict,4.712,4.257,3.755,2.283,5.057,4.129
PER00449,12,public_presentation,5.123,4.051,6.498,3.760,5.373,3.979
PER00449,13,public_presentation,5.447,4.210,6.154,3.701,4.353,4.383
PER00449,14,team_meeting,3.368,4.416,3.563,2.248,4.494,3.791
PER00450,1,deadline_pressure,3.700,3.866,3.749,2.070,4.203,5.376
PER00450,2,team_meeting,3.852,3.433,4.761,2.335,3.627,4.523
PER00450,3,public_presentation,4.605,3.763,5.729,3.080,4.134,4.998
PER00450,4,creative_exploration,4.193,4.447,2.730,1.734,4.445,3.299
PER00450,5,creative_exploration,3.126,3.466,4.373,2.165,3.708,2.855
PER00450,6,social_event,3.286,3.780,4.646,2.508,3.334,3.903
PER00450,7,family_obligation,3.565,3.284,3.442,1.615,4.430,5.089
PER00450,8,public_presentation,5.124,3.287,5.976,2.806,4.062,3.790
PER00450,9,deadline_pressure,4.717,4.489,5.213,3.343,4.435,5.996
PER00450,10,ambiguous_conflict,3.856,4.056,4.874,2.824,3.359,2.746
PER00450,11,public_presentation,3.926,3.865,5.569,3.075,3.822,5.105
PER00450,12,ambiguous_conflict,4.304,3.807,5.081,2.763,3.455,2.985
PER00450,13,ambiguous_conflict,3.881,4.775,4.101,2.797,3.349,4.256
PER00450,14,public_presentation,6.324,3.973,6.602,3.747,4.047,6.056
PER00451,1,deadline_pressure,4.820,4.000,5.270,3.011,4.355,5.414
PER00451,2,deadline_pressure,6.017,5.795,5.787,4.791,3.456,6.170
PER00451,3,quiet_work,3.952,4.293,4.395,2.695,4.652,5.859
PER00451,4,public_presentation,3.875,4.217,3.862,2.327,4.660,6.074
PER00451,5,creative_exploration,4.556,4.115,2.476,1.456,4.053,3.004
PER00451,6,ambiguous_conflict,4.545,4.267,4.256,2.594,4.859,3.914
PER00451,7,team_meeting,4.395,4.491,3.521,2.259,4.724,4.106
PER00451,8,creative_exploration,4.516,3.974,3.420,1.942,2.904,2.808
PER00451,9,public_presentation,5.100,4.859,5.582,3.875,4.379,3.717
PER00451,10,family_obligation,4.036,3.978,4.448,2.528,4.950,4.658
PER00451,11,family_obligation,4.530,4.447,5.013,3.185,4.050,5.098
PER00451,12,public_presentation,4.947,4.766,5.579,3.798,4.397,3.875
PER00451,13,team_meeting,4.704,4.515,5.140,3.315,4.940,4.036
PER00451,14,creative_exploration,2.652,4.496,2.854,1.833,3.232,2.051
PER00452,1,social_event,5.275,4.451,3.812,2.424,4.235,2.376
PER00452,2,public_presentation,5.343,4.881,6.579,4.588,5.153,4.625
PER00452,3,creative_exploration,4.890,4.825,3.731,2.572,4.578,3.611
PER00452,4,ambiguous_conflict,4.482,4.313,5.405,3.330,3.504,4.406
PER00452,5,public_presentation,4.936,4.034,5.652,3.257,5.171,4.878
PER00452,6,ambiguous_conflict,3.525,4.384,3.731,2.337,4.063,2.877
PER00452,7,deadline_pressure,3.476,4.976,4.680,3.327,3.822,6.470
PER00452,8,social_event,4.550,4.441,5.015,3.182,4.559,2.859
PER00452,9,ambiguous_conflict,3.504,4.885,3.065,2.139,3.511,4.337
PER00452,10,family_obligation,4.871,4.345,5.083,3.155,4.576,4.669
PER00452,11,ambiguous_conflict,5.670,4.672,4.187,2.795,4.875,3.545
PER00452,12,ambiguous_conflict,4.170,4.151,4.916,2.916,4.201,4.732
PER00452,13,social_event,4.423,4.631,4.818,3.187,3.464,2.700
PER00452,14,social_event,4.208,4.141,4.839,2.862,4.738,2.509
PER00453,1,deadline_pressure,4.113,3.590,4.947,2.537,3.489,5.696
PER00453,2,family_obligation,4.122,3.268,4.825,2.253,4.558,5.308
PER00453,3,public_presentation,4.004,3.879,4.603,2.551,2.897,4.287
PER00453,4,public_presentation,5.134,3.921,5.578,3.125,3.213,4.067
PER00453,5,social_event,3.446,2.484,5.527,1.962,2.787,2.490
PER00453,6,creative_exploration,3.385,2.455,4.710,1.651,3.997,2.865
PER00453,7,deadline_pressure,4.193,3.133,4.933,2.208,4.738,6.102
PER00453,8,creative_exploration,4.026,2.900,3.202,1.326,2.748,1.995
PER00453,9,quiet_work,3.549,3.595,4.805,2.468,2.926,4.920
PER00453,10,team_meeting,3.321,3.710,3.875,2.054,3.973,5.194
PER00453,11,team_meeting,5.156,4.051,5.353,3.098,3.388,4.096
PER00453,12,quiet_work,4.289,3.300,5.033,2.373,4.689,6.400
PER00453,13,team_meeting,3.829,3.082,4.362,1.920,3.314,4.105
PER00453,14,quiet_work,3.026,2.752,3.331,1.309,4.356,5.169
PER00454,1,quiet_work,2.344,2.977,3.112,1.323,4.039,6.970
PER00454,2,quiet_work,3.681,2.894,4.216,1.743,3.776,4.418
PER00454,3,creative_exploration,3.144,2.498,2.752,0.982,2.790,2.981
PER00454,4,ambiguous_conflict,4.466,2.795,4.976,1.987,3.121,2.627
PER00454,5,team_meeting,4.575,3.198,4.145,1.894,3.742,3.814
PER00454,6,social_event,4.560,3.125,5.042,2.251,3.140,3.290
PER00454,7,social_event,3.116,2.376,4.885,1.658,3.217,3.615
PER00454,8,team_meeting,3.394,3.011,5.136,2.209,3.550,5.320
PER00454,9,public_presentation,3.918,3.654,5.078,2.651,3.901,6.878
PER00454,10,quiet_work,4.752,3.574,5.277,2.694,3.456,6.245
PER00454,11,team_meeting,3.657,3.601,4.617,2.375,4.364,4.692
PER00454,12,public_presentation,4.701,2.781,5.481,2.177,4.054,4.883
PER00454,13,social_event,4.162,2.726,5.901,2.298,3.445,3.426
PER00454,14,creative_exploration,2.491,2.907,2.590,1.076,2.904,2.125
PER00455,1,quiet_work,3.970,4.328,4.178,2.583,4.323,5.759
PER00455,2,quiet_work,2.920,3.047,3.555,1.548,3.614,4.951
PER00455,3,public_presentation,3.971,3.264,5.292,2.468,3.820,5.547
PER00455,4,team_meeting,3.999,3.216,4.670,2.145,4.557,4.714
PER00455,5,team_meeting,4.006,3.938,4.565,2.568,3.792,3.997
PER00455,6,social_event,4.820,3.579,5.099,2.607,3.852,2.515
PER00455,7,quiet_work,4.368,3.161,3.324,1.501,4.417,5.641
PER00455,8,public_presentation,5.069,3.808,6.298,3.426,4.121,4.576
PER00455,9,creative_exploration,4.865,3.707,5.172,2.739,3.430,2.652
PER00455,10,creative_exploration,3.340,4.037,2.971,1.713,2.669,2.956
PER00455,11,social_event,3.836,4.098,3.913,2.291,1.944,1.987
PER00455,12,deadline_pressure,3.523,4.013,4.838,2.774,3.900,5.877
PER00455,13,public_presentation,4.377,4.282,5.710,3.492,3.474,4.332
PER00455,14,ambiguous_conflict,4.512,3.733,3.846,2.051,3.416,3.556
PER00456,1,quiet_work,4.559,3.826,4.586,2.506,3.842,5.118
PER00456,2,public_presentation,4.856,2.705,5.574,2.154,3.978,5.237
PER00456,3,family_obligation,3.844,3.958,3.117,1.763,3.870,4.517
PER00456,4,social_event,4.039,3.375,5.294,2.552,3.416,1.992
PER00456,5,ambiguous_conflict,3.406,3.124,3.825,1.707,3.768,3.962
PER00456,6,family_obligation,4.553,4.017,4.522,2.595,3.886,4.577
PER00456,7,family_obligation,3.337,3.160,3.733,1.685,3.967,4.563
PER00456,8,family_obligation,3.584,3.441,3.928,1.931,3.440,4.479
PER00456,9,family_obligation,4.205,3.597,4.521,2.323,3.885,3.988
PER00456,10,team_meeting,4.717,3.643,6.379,3.320,3.606,4.176
PER00456,11,creative_exploration,3.812,4.170,3.308,1.971,3.306,2.524
PER00456,12,family_obligation,4.521,2.708,4.644,1.796,3.627,4.406
PER00456,13,family_obligation,3.978,3.809,4.497,2.447,3.444,5.438
PER00456,14,quiet_work,3.951,3.209,4.135,1.896,3.749,5.322
PER00457,1,team_meeting,4.787,4.375,4.177,2.611,4.412,2.901
PER00457,2,team_meeting,4.477,3.538,4.570,2.310,3.899,3.331
PER00457,3,social_event,4.483,3.859,4.442,2.448,3.059,2.306
PER00457,4,ambiguous_conflict,4.597,3.740,4.181,2.234,4.215,3.527
PER00457,5,social_event,4.207,3.945,5.447,3.070,4.136,2.655
PER00457,6,quiet_work,3.313,3.029,3.714,1.607,3.315,5.971
PER00457,7,public_presentation,4.328,3.507,5.743,2.877,3.783,5.023
PER00457,8,deadline_pressure,3.937,3.476,5.018,2.492,5.151,5.220
PER00457,9,quiet_work,4.667,4.316,4.971,3.065,3.572,5.332
PER00457,10,team_meeting,4.700,3.733,5.222,2.785,4.807,4.290
PER00457,11,team_meeting,4.321,4.261,4.882,2.972,4.223,4.204
PER00457,12,quiet_work,4.436,4.014,3.460,1.984,4.484,5.776
PER00457,13,deadline_pressure,4.963,4.069,4.757,2.765,5.049,5.528
PER00457,14,quiet_work,4.772,3.658,3.919,2.048,4.582,5.091
PER00458,1,public_presentation,4.033,3.773,5.438,2.931,4.380,4.942
PER00458,2,quiet_work,4.874,3.529,4.955,2.498,4.071,5.219
PER00458,3,team_meeting,5.096,4.392,4.765,2.990,4.155,4.842
PER00458,4,social_event,4.479,4.448,3.462,2.200,3.935,3.732
PER00458,5,social_event,4.960,4.398,4.835,3.038,4.191,2.266
PER00458,6,social_event,4.372,3.963,3.730,2.111,4.645,2.596
PER00458,7,public_presentation,5.061,4.362,7.000,4.362,4.548,5.163
PER00458,8,ambiguous_conflict,3.592,4.156,3.505,2.081,4.872,3.779
PER00458,9,social_event,3.523,3.463,4.313,2.133,4.625,3.538
PER00458,10,creative_exploration,3.992,3.853,3.302,1.817,4.638,3.592
PER00458,11,team_meeting,4.409,4.146,5.173,3.064,4.285,4.364
PER00458,12,creative_exploration,4.171,3.729,2.820,1.502,4.975,1.927
PER00458,13,creative_exploration,4.041,4.012,3.472,1.990,3.430,2.359
PER00458,14,family_obligation,4.451,3.906,6.481,3.617,4.586,5.119
PER00459,1,team_meeting,4.643,4.312,5.652,3.482,4.537,5.436
PER00459,2,team_meeting,4.284,4.012,4.664,2.673,4.267,4.450
PER00459,3,ambiguous_conflict,4.442,4.190,4.682,2.803,3.339,3.477
PER00459,4,family_obligation,3.554,4.452,3.497,2.224,4.716,5.453
PER00459,5,quiet_work,4.558,4.508,4.271,2.751,4.774,6.189
PER00459,6,social_event,3.851,3.760,4.646,2.496,3.706,3.914
PER00459,7,social_event,4.067,3.664,5.247,2.746,3.664,3.381
PER00459,8,team_meeting,3.926,4.849,4.135,2.865,3.916,4.863
PER00459,9,social_event,3.613,3.245,4.173,1.935,3.530,3.327
PER00459,10,ambiguous_conflict,4.448,4.225,4.945,2.985,3.549,2.546
PER00459,11,social_event,4.599,4.459,4.236,2.699,3.402,3.027
PER00459,12,ambiguous_conflict,4.530,3.360,5.566,2.672,3.816,3.235
PER00459,13,family_obligation,4.392,3.796,4.302,2.333,3.869,4.395
PER00459,14,quiet_work,3.835,3.397,4.777,2.318,3.356,5.057
PER00460,1,deadline_pressure,3.871,3.786,4.528,2.449,3.434,5.465
PER00460,2,team_meeting,4.074,3.594,4.896,2.514,3.733,3.754
PER00460,3,social_event,3.711,3.993,5.548,3.165,3.550,3.202
PER00460,4,ambiguous_conflict,3.652,3.867,3.480,1.923,3.235,4.083
PER00460,5,public_presentation,4.563,3.583,5.794,2.966,4.317,5.013
PER00460,6,social_event,4.250,4.282,3.947,2.414,1.876,2.473
PER00460,7,social_event,4.599,3.657,4.765,2.489,3.467,3.074
PER00460,8,public_presentation,4.256,3.909,5.901,3.295,2.841,4.977
PER00460,9,team_meeting,4.666,3.946,4.607,2.597,3.590,3.476
PER00460,10,family_obligation,4.668,4.318,4.470,2.757,5.183,4.823
PER00460,11,family_obligation,4.026,3.689,5.220,2.751,3.936,5.057
PER00460,12,social_event,3.747,3.574,3.680,1.879,3.868,3.195
PER00460,13,family_obligation,4.007,4.370,4.183,2.611,4.125,5.074
PER00460,14,social_event,2.983,3.921,3.489,1.954,2.921,2.918
PER00461,1,deadline_pressure,2.630,2.550,3.326,1.211,3.058,5.979
PER00461,2,deadline_pressure,4.297,4.092,3.762,2.199,4.052,4.025
PER00461,3,deadline_pressure,4.487,3.985,4.861,2.768,4.358,5.828
PER00461,4,social_event,4.138,3.096,4.531,2.004,4.457,3.428
PER00461,5,creative_exploration,4.180,3.715,3.910,2.075,4.104,2.365
PER00461,6,team_meeting,4.333,3.164,4.610,2.084,4.055,3.903
PER00461,7,ambiguous_conflict,4.892,3.507,5.667,2.839,3.649,3.772
PER00461,8,social_event,3.669,3.062,3.506,1.533,3.266,3.326
PER00461,9,deadline_pressure,3.890,3.566,6.460,3.291,3.789,5.650
PER00461,10,team_meeting,3.903,3.438,4.963,2.438,3.097,3.302
PER00461,11,deadline_pressure,3.703,3.232,4.027,1.859,3.841,6.498
PER00461,12,ambiguous_conflict,4.419,3.571,3.992,2.036,3.535,4.183
PER00461,13,creative_exploration,3.560,3.232,2.762,1.275,3.459,2.655
PER00461,14,creative_exploration,4.137,4.077,3.717,2.165,3.102,3.049
PER00462,1,creative_exploration,4.136,3.671,2.948,1.546,3.187,2.526
PER00462,2,public_presentation,4.801,4.493,4.979,3.195,4.194,4.512
PER00462,3,family_obligation,6.276,6.054,4.582,3.963,3.882,5.591
PER00462,4,social_event,4.284,4.752,5.430,3.686,3.921,3.207
PER00462,5,creative_exploration,4.116,4.484,3.471,2.224,3.883,1.672
PER00462,6,social_event,4.697,4.875,6.062,4.222,3.428,3.430
PER00462,7,team_meeting,4.562,5.238,5.191,3.884,3.548,4.329
PER00462,8,quiet_work,4.533,3.899,4.284,2.386,4.563,5.684
PER00462,9,public_presentation,3.286,4.166,4.314,2.568,4.301,5.353
PER00462,10,quiet_work,4.384,4.337,3.814,2.363,3.403,6.015
PER00462,11,family_obligation,3.636,4.413,3.128,1.972,5.727,5.403
PER00462,12,quiet_work,4.910,4.876,3.000,2.090,5.326,5.770
PER00462,13,public_presentation,5.329,4.595,5.747,3.773,4.512,4.829
PER00462,14,social_event,4.558,4.801,4.879,3.347,4.611,3.196
PER00463,1,deadline_pressure,4.859,4.390,6.297,3.949,4.658,6.418
PER00463,2,family_obligation,5.329,4.072,6.098,3.547,4.197,5.305
PER00463,3,deadline_pressure,4.641,4.762,5.691,3.872,4.220,6.292
PER00463,4,public_presentation,4.518,4.465,4.775,3.046,4.798,6.602
PER00463,5,social_event,5.585,4.154,5.273,3.129,4.267,2.154
PER00463,6,team_meeting,4.278,3.883,4.769,2.645,4.735,3.694
PER00463,7,deadline_pressure,4.134,4.166,3.933,2.341,4.544,5.927
PER00463,8,team_meeting,3.131,3.654,3.869,2.020,4.141,4.522
PER00463,9,quiet_work,4.631,4.456,4.726,3.009,4.479,5.572
PER00463,10,ambiguous_conflict,4.584,4.814,4.212,2.897,3.197,3.323
PER00463,11,family_obligation,4.036,4.478,3.632,2.324,4.484,4.899
PER00463,12,social_event,5.064,4.678,3.576,2.390,3.224,2.860
PER00463,13,public_presentation,4.645,3.455,5.297,2.614,4.423,5.350
PER00463,14,social_event,4.442,4.482,4.650,2.977,3.634,3.207
PER00464,1,public_presentation,3.898,3.162,6.446,2.911,3.750,4.750
PER00464,2,family_obligation,3.758,3.608,3.476,1.792,2.789,4.340
PER00464,3,ambiguous_conflict,4.139,2.895,4.701,1.944,2.903,3.024
PER00464,4,creative_exploration,3.294,2.990,3.821,1.632,2.920,2.165
PER00464,5,social_event,4.423,3.287,4.402,2.067,2.631,3.191
PER00464,6,social_event,4.153,3.029,3.719,1.609,3.689,3.797
PER00464,7,team_meeting,4.191,3.140,5.527,2.479,3.869,3.958
PER00464,8,quiet_work,3.915,3.470,5.374,2.664,3.475,5.563
PER00464,9,quiet_work,3.983,3.289,4.400,2.067,4.042,4.973
PER00464,10,team_meeting,3.210,2.843,3.800,1.543,2.583,4.060
PER00464,11,family_obligation,3.827,2.608,4.201,1.565,3.995,4.482
PER00464,12,creative_exploration,3.445,3.268,3.368,1.573,3.326,2.975
PER00464,13,quiet_work,4.277,3.410,4.101,1.998,3.868,6.165
PER00464,14,quiet_work,2.643,3.013,3.762,1.619,3.278,5.973
PER00465,1,public_presentation,3.788,3.160,5.881,2.655,4.273,5.196
PER00465,2,social_event,3.559,3.144,5.300,2.380,4.024,2.957
PER00465,3,public_presentation,4.717,3.254,6.264,2.912,3.789,5.182
PER00465,4,family_obligation,3.780,3.415,2.872,1.401,3.867,5.514
PER00465,5,ambiguous_conflict,3.254,3.126,5.535,2.472,3.539,3.453
PER00465,6,public_presentation,4.195,2.937,5.215,2.188,4.066,5.236
PER00465,7,deadline_pressure,4.156,3.090,5.860,2.587,3.717,5.676
PER00465,8,quiet_work,4.445,3.168,4.297,1.945,3.958,6.671
PER00465,9,ambiguous_conflict,4.263,3.098,4.391,1.943,3.723,3.485
PER00465,10,social_event,3.878,2.993,4.672,1.997,3.547,2.305
PER00465,11,ambiguous_conflict,4.613,3.204,5.083,2.327,3.901,3.755
PER00465,12,family_obligation,3.870,2.850,5.092,2.073,3.716,5.123
PER00465,13,quiet_work,3.500,2.762,4.077,1.609,4.172,5.679
PER00465,14,public_presentation,3.912,3.127,6.428,2.871,4.569,5.646
PER00466,1,team_meeting,4.157,3.208,4.624,2.119,4.223,3.864
PER00466,2,ambiguous_conflict,4.718,4.034,4.728,2.724,4.034,3.319
PER00466,3,creative_exploration,4.902,4.026,3.568,2.052,3.985,3.313
PER00466,4,creative_exploration,3.730,3.980,2.417,1.375,3.762,3.501
PER00466,5,ambiguous_conflict,3.578,3.802,4.726,2.567,4.243,3.955
PER00466,6,quiet_work,3.728,4.364,2.688,1.675,5.000,6.471
PER00466,7,social_event,3.788,2.975,4.367,1.856,2.805,2.991
PER00466,8,ambiguous_conflict,4.489,3.758,5.187,2.785,3.736,2.661
PER00466,9,family_obligation,5.086,4.112,4.689,2.755,3.869,3.636
PER00466,10,quiet_work,3.649,3.810,4.360,2.373,4.118,6.522
PER00466,11,public_presentation,3.674,3.437,6.201,3.044,2.874,5.275
PER00466,12,family_obligation,3.971,3.684,3.425,1.803,4.072,4.599
PER00466,13,public_presentation,5.614,3.465,6.553,3.244,4.206,4.676
PER00466,14,creative_exploration,3.925,3.764,4.700,2.527,4.311,1.900
PER00467,1,creative_exploration,4.136,4.033,4.217,2.430,3.558,2.836
PER00467,2,deadline_pressure,4.594,3.812,6.442,3.508,2.736,5.712
PER00467,3,team_meeting,3.942,3.925,4.790,2.686,3.888,4.707
PER00467,4,deadline_pressure,4.910,3.852,5.520,3.037,4.754,5.136
PER00467,5,public_presentation,4.282,3.521,5.754,2.894,4.098,4.871
PER00467,6,team_meeting,3.531,4.495,4.352,2.795,3.528,5.218
PER00467,7,deadline_pressure,4.535,3.054,5.424,2.366,4.485,5.638
PER00467,8,family_obligation,3.107,3.217,3.959,1.819,3.332,5.324
PER00467,9,social_event,4.659,4.122,3.797,2.236,4.439,3.000
PER00467,10,deadline_pressure,4.184,3.799,4.364,2.368,3.735,5.102
PER00467,11,team_meeting,3.762,4.252,4.856,2.950,3.469,4.602
PER00467,12,social_event,3.736,3.056,4.218,1.841,3.928,3.400
PER00467,13,ambiguous_conflict,4.669,4.041,3.621,2.090,4.360,2.928
PER00467,14,creative_exploration,4.027,3.966,3.739,2.118,4.081,2.120
PER00468,1,team_meeting,4.818,3.082,4.856,2.138,4.667,4.684
PER00468,2,family_obligation,3.262,3.154,3.244,1.462,3.531,4.633
PER00468,3,social_event,4.401,3.726,3.768,2.006,4.050,3.627
PER00468,4,deadline_pressure,4.061,3.883,5.523,3.064,3.933,6.086
PER00468,5,deadline_pressure,3.546,3.821,3.903,2.130,4.334,5.453
PER00468,6,deadline_pressure,4.041,3.310,4.565,2.158,3.686,5.323
PER00468,7,deadline_pressure,4.433,2.920,5.685,2.372,3.689,4.961
PER00468,8,public_presentation,4.821,4.470,5.426,3.465,3.245,4.124
PER00468,9,creative_exploration,3.921,3.227,4.403,2.030,2.900,2.232
PER00468,10,family_obligation,3.753,3.837,3.594,1.970,4.285,6.050
PER00468,11,creative_exploration,3.530,3.672,2.906,1.524,3.341,2.251
PER00468,12,team_meeting,4.031,3.655,5.063,2.643,3.916,3.569
PER00468,13,creative_exploration,3.434,3.444,3.302,1.625,2.416,2.666
PER00468,14,deadline_pressure,4.228,3.768,5.578,3.003,3.547,5.980
PER00469,1,deadline_pressure,3.573,4.154,4.668,2.770,3.317,4.603
PER00469,2,public_presentation,4.905,4.044,6.051,3.496,4.354,3.859
PER00469,3,team_meeting,4.029,3.274,4.488,2.099,3.811,4.802
PER00469,4,social_event,3.847,3.962,3.596,2.035,2.754,2.419
PER00469,5,quiet_work,3.659,3.018,4.925,2.123,4.247,6.079
PER00469,6,family_obligation,3.460,3.608,3.833,1.976,3.774,4.733
PER00469,7,team_meeting,4.133,3.962,4.743,2.684,3.569,3.984
PER00469,8,public_presentation,4.385,3.355,6.318,3.028,4.557,4.639
PER00469,9,ambiguous_conflict,4.588,3.422,5.463,2.671,3.858,2.606
PER00469,10,social_event,4.273,4.062,2.203,1.278,2.980,3.503
PER00469,11,quiet_work,2.265,3.198,3.283,1.500,5.174,7.000
PER00469,12,team_meeting,3.068,4.079,4.099,2.389,3.863,4.813
PER00469,13,ambiguous_conflict,4.757,3.549,4.195,2.127,3.932,4.172
PER00469,14,ambiguous_conflict,3.507,3.414,2.602,1.269,4.105,2.966
PER00470,1,deadline_pressure,5.226,4.986,6.265,4.463,3.416,4.803
PER00470,2,family_obligation,3.735,3.095,3.549,1.569,4.130,4.914
PER00470,3,ambiguous_conflict,4.357,4.103,4.749,2.783,3.732,3.378
PER00470,4,quiet_work,3.255,4.446,4.030,2.559,4.097,6.672
PER00470,5,family_obligation,3.290,3.871,3.240,1.791,4.089,3.578
PER00470,6,social_event,4.534,3.910,4.848,2.708,4.140,3.339
PER00470,7,ambiguous_conflict,2.877,3.693,3.622,1.911,3.735,3.814
PER00470,8,quiet_work,4.567,3.531,5.281,2.664,5.017,5.997
PER00470,9,family_obligation,5.657,4.657,5.862,3.900,3.653,4.462
PER00470,10,family_obligation,4.157,4.296,3.182,1.952,3.270,5.072
PER00470,11,family_obligation,4.976,4.101,5.340,3.129,3.577,5.256
PER00470,12,quiet_work,3.948,3.863,3.432,1.894,4.322,5.114
PER00470,13,team_meeting,4.053,3.992,4.614,2.631,3.512,3.784
PER00470,14,quiet_work,2.635,3.490,2.779,1.386,3.469,6.109
PER00471,1,public_presentation,5.450,4.586,6.405,4.196,4.137,5.326
PER00471,2,public_presentation,3.565,3.479,4.386,2.180,4.588,4.643
PER00471,3,public_presentation,5.058,3.827,6.114,3.342,4.251,4.837
PER00471,4,quiet_work,3.976,3.867,4.250,2.348,4.505,6.440
PER00471,5,team_meeting,3.840,3.409,5.391,2.625,4.549,5.626
PER00471,6,deadline_pressure,4.882,4.225,5.877,3.547,5.008,6.097
