respondent_id,extraversion_score,agreeableness_score,conscientiousness_score,neuroticism_score,openness_score,sociability_score,assertiveness_score,compassion_score,politeness_score,orderliness_score,industriousness_score,anxiety_score,volatility_score,aesthetics_score,intellect_score,outcome_score,broad_life_functioning,relationship_functioning,creative_engagement,emotional_distress,facet_profile_dispersion,hierarchy_consistency_index,bandwidth_fidelity_gap,domain_facet_alignment
FFM00809,4.449,5.204,2.965,4.129,5.468,4.665,3.821,5.136,4.618,2.940,3.390,4.325,3.377,5.136,4.305,3.251,3.482,5.658,5.603,4.333,0.718,6.201,1.311,6.305
FFM00810,3.711,2.475,3.790,4.157,4.881,4.511,3.520,3.467,2.592,4.196,3.607,4.554,4.433,4.377,3.954,3.257,3.283,3.467,6.068,4.022,0.600,5.314,2.064,6.147
FFM00811,3.197,3.962,4.493,2.817,2.757,3.607,2.790,4.067,3.944,4.992,4.771,3.191,2.887,3.500,2.435,4.868,4.428,4.404,3.199,3.726,0.506,6.636,1.976,6.989
FFM00812,4.156,3.020,4.419,3.761,5.445,3.421,3.632,3.563,3.867,4.567,4.403,3.160,3.196,4.649,3.952,4.089,3.063,4.000,5.381,3.362,0.283,5.686,1.254,5.771
FFM00813,3.824,2.509,3.372,2.629,2.453,2.890,4.347,2.641,2.188,4.107,4.690,2.100,2.683,3.098,3.698,4.219,3.267,3.032,2.669,3.202,0.735,5.746,1.763,5.809
FFM00814,2.014,3.792,4.888,3.773,5.610,3.275,2.516,3.873,3.493,4.739,3.588,4.306,4.555,5.233,3.302,3.627,2.015,3.204,5.450,4.044,0.894,4.988,2.323,5.136
FFM00815,4.686,4.198,4.493,4.380,3.913,4.959,5.376,3.018,3.870,3.765,3.263,4.859,5.717,4.250,4.713,2.670,4.245,3.992,5.733,4.634,0.618,5.451,3.951,5.293
FFM00816,4.564,3.895,4.132,3.396,2.910,4.319,3.261,4.026,3.582,4.394,4.923,3.216,2.819,3.562,3.607,3.846,3.800,4.509,3.936,4.531,0.495,5.834,1.894,5.898
FFM00817,3.202,1.000,3.106,2.276,4.373,2.933,3.549,1.995,2.269,3.637,2.746,3.791,3.644,4.503,4.916,2.559,2.386,2.658,4.567,4.455,0.468,5.025,1.694,5.705
FFM00818,3.480,4.527,3.859,2.865,3.577,4.010,5.020,4.912,3.781,4.906,3.410,3.649,2.709,3.694,4.770,3.715,2.766,4.968,4.895,3.490,1.130,6.331,1.575,6.373
FFM00819,3.524,3.732,5.417,4.279,5.946,3.362,3.958,3.030,4.216,5.805,4.702,4.419,4.673,5.406,5.261,4.040,3.685,2.448,6.371,4.941,0.657,5.984,3.045,6.214
FFM00820,3.887,3.619,5.547,4.211,4.506,4.324,3.279,4.104,3.474,5.009,5.024,3.924,5.120,4.558,3.154,4.332,3.285,3.513,4.817,5.069,0.858,6.551,2.532,6.095
FFM00821,2.903,3.915,4.416,4.161,3.814,4.354,3.440,4.495,3.437,3.501,4.432,4.290,3.543,2.914,3.794,4.090,3.594,4.751,3.948,4.370,0.906,5.291,1.852,5.758
FFM00822,4.370,2.658,3.389,3.872,3.952,3.434,4.104,4.105,3.851,3.534,3.905,3.848,4.514,4.326,4.007,3.488,1.988,4.103,4.771,4.244,0.456,5.055,1.329,5.569
FFM00823,3.170,3.539,3.416,6.748,2.326,4.180,1.593,3.491,3.640,2.684,4.672,5.708,5.587,3.192,2.029,3.406,1.958,4.871,3.449,6.423,1.202,5.455,1.717,5.998
FFM00824,3.931,5.791,1.655,1.633,6.285,3.712,4.323,4.917,4.694,1.764,1.806,3.003,1.245,4.417,5.832,2.059,4.191,4.587,6.548,2.562,0.810,5.073,1.582,5.330
FFM00825,2.723,2.401,3.882,5.454,3.349,3.033,2.965,2.440,3.092,4.405,4.853,5.529,5.692,3.635,3.113,4.035,3.774,2.494,3.533,5.106,0.371,5.500,1.469,6.568
FFM00826,2.723,3.890,3.540,3.183,4.625,2.072,2.922,3.976,2.492,3.818,3.462,2.753,4.016,4.315,3.948,3.125,2.697,4.348,4.505,3.906,0.864,5.593,1.829,6.372
FFM00827,4.845,3.796,5.840,3.702,5.228,4.433,4.008,3.082,3.930,5.278,5.421,2.664,3.472,4.668,4.977,3.647,3.537,3.567,5.861,2.362,0.507,5.959,3.963,5.885
FFM00828,6.133,4.215,4.250,4.429,4.537,5.803,4.349,4.521,4.217,4.051,3.023,4.978,4.636,4.603,3.949,3.535,3.669,5.935,6.149,4.677,0.756,5.487,2.295,5.966
FFM00829,4.615,4.435,3.799,4.377,4.041,4.063,4.427,4.334,4.462,3.213,3.689,5.119,3.962,4.021,2.838,3.881,3.611,4.879,5.454,4.482,0.662,5.899,1.856,6.466
FFM00830,4.084,4.350,3.308,4.356,3.204,3.939,4.625,5.305,4.933,3.009,3.045,4.122,3.182,2.379,3.360,3.639,3.741,4.196,4.137,4.344,0.603,5.515,1.835,5.680
FFM00831,5.185,4.568,4.533,3.802,3.189,5.063,3.522,4.867,4.277,4.413,4.701,3.162,3.341,2.848,3.406,4.669,3.306,5.245,4.774,4.116,0.631,6.186,2.029,6.379
FFM00832,4.415,4.827,4.543,3.954,4.134,3.581,4.732,4.508,6.357,4.881,5.734,4.283,4.825,4.097,4.960,4.357,4.197,5.285,5.370,3.670,1.052,5.813,1.878,6.075
FFM00833,4.605,4.093,2.958,5.404,5.142,4.264,4.403,3.341,3.839,2.529,2.757,5.618,4.515,4.890,4.984,2.737,3.027,4.777,5.626,5.677,0.413,6.059,1.335,6.590
FFM00834,4.407,3.760,3.610,2.280,5.006,5.116,4.682,3.491,5.159,2.380,4.780,2.544,3.106,4.231,4.906,3.701,3.532,4.115,5.997,3.547,1.148,6.261,2.035,6.261
FFM00835,4.808,3.032,3.528,2.054,5.362,4.908,4.238,2.774,3.584,3.925,4.021,2.175,3.376,4.005,5.084,3.928,4.384,3.505,5.777,3.307,0.771,5.443,2.080,5.900
FFM00836,3.093,3.837,3.202,2.441,4.333,3.622,3.235,4.463,5.383,3.366,3.170,2.639,3.320,4.712,4.953,3.856,4.352,4.168,6.509,3.627,0.485,5.662,3.230,5.554
FFM00837,3.099,4.543,4.436,3.526,3.609,3.562,2.379,4.257,4.618,5.193,3.999,3.446,3.382,4.341,4.237,4.081,3.395,4.362,4.842,3.061,0.581,6.422,2.218,6.782
FFM00838,2.908,4.913,3.939,4.644,3.156,2.623,3.265,5.607,3.746,2.576,4.108,4.175,5.184,2.702,3.795,3.618,2.735,4.939,4.606,4.127,1.227,6.762,2.030,7.076
FFM00839,5.543,3.919,4.046,3.587,2.376,5.116,5.570,4.121,3.867,3.243,3.320,4.177,4.121,3.043,3.078,3.109,3.467,5.007,3.922,4.126,0.175,5.470,2.931,6.003
FFM00840,4.262,4.920,3.552,3.920,4.199,3.676,4.454,3.953,3.719,3.562,3.316,3.544,4.006,4.063,4.610,2.648,2.745,4.424,5.730,4.620,0.453,6.559,2.839,6.654
